4,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:26.552235,86,0,0
5,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:26.780972,77,0,0
8,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:27.036998,478,0,0
9,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:27.182895,862,0,0
11,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:27.604782,438,0,0
13,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:27.670925,518,0,0
14,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:28.099173,238,1,0
16,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:28.508592,186,0,0
18,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:28.509584,106,0,1
19,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:28.900199,154,0,0
20,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:28.901782,122,0,0
22,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:29.903128,170,0,0
24,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:30.906467,122,0,1
25,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:31.300056,170,0,0
27,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:32.303291,122,0,0
29,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:32.972226,170,0,0
31,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:33.975438,122,0,1
32,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:34.509706,234,0,0
34,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:35.513114,122,0,1
35,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:35.968075,170,0,0
37,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:36.971402,122,0,1
38,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:37.365230,170,0,0
40,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:38.368418,122,0,1
41,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:38.869657,234,0,0
43,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:39.872819,122,0,1
44,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:40.307105,170,0,0
46,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:41.310284,122,0,0
48,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:42.125009,234,0,0
50,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:43.128274,122,0,0
52,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:43.703552,170,0,0
54,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:44.707032,122,0,1
55,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:45.106175,170,0,0
57,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:46.109586,122,0,0
59,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:46.782401,234,0,0
61,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:47.785864,122,0,1
62,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:48.191792,170,0,0
64,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:49.195348,122,0,1
65,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:49.610708,170,0,0
67,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:50.614143,122,0,1
68,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:51.020648,170,0,0
70,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:52.024024,122,0,1
71,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:52.422227,170,0,0
73,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:53.426532,122,0,1
74,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:53.836854,234,0,0
76,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:54.840200,122,0,1
77,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:55.257953,170,0,0
79,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:56.261343,122,0,1
80,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:56.713604,170,0,0
82,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:57.717398,122,0,1
83,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:58.195423,170,0,0
85,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:54:59.198889,122,0,1
86,True,61.174.51.219,111.93.5.203,39646,22,2014-08-12 03:54:59.604530,170,0,0
88,False,111.93.5.203,61.174.51.219,22,39646,2014-08-12 03:55:00.607828,122,0,0
